subj_id,cr,fa,hit,miss,zhr,zfa,dprime,crit
S23,51,49,32,68,-0.467698799,-0.025068908,-0.442629891,0.025068908
S24,47,53,19,81,-0.877896295,0.075269862,-0.953166157,-0.075269862
S25,58,42,72,28,0.582841507,-0.201893479,0.784734986,0.201893479
S26,36,64,51,49,0.025068908,0.358458793,-0.333389885,-0.358458793
S27,44,56,68,32,0.467698799,0.150969215,0.316729584,-0.150969215
S28,27,73,68,32,0.467698799,0.612812991,-0.145114192,-0.612812991
S29,49,51,52,48,0.050153583,0.025068908,0.025084675,-0.025068908
S30,19,81,52,48,0.050153583,0.877896295,-0.827742712,-0.877896295
S31,39,61,37,63,-0.331853346,0.279319034,-0.611172381,-0.279319034
S32,81,19,51,49,0.025068908,-0.877896295,0.902965203,0.877896295
S33,6,94,59,41,0.227544977,1.554773595,-1.327228618,-1.554773595
S34,52,48,25,75,-0.67448975,-0.050153583,-0.624336167,0.050153583
S35,35,65,55,45,0.125661347,0.385320466,-0.25965912,-0.385320466
S36,65,35,29,71,-0.55338472,-0.385320466,-0.168064253,0.385320466
S37,24,76,65,35,0.385320466,0.706302563,-0.320982096,-0.706302563
S38,70,30,56,44,0.150969215,-0.524400513,0.675369728,0.524400513
S39,56,44,22,78,-0.772193214,-0.150969215,-0.621223999,0.150969215
S40,54,46,52,48,0.050153583,-0.100433721,0.150587304,0.100433721
S01,72,28,46,54,-0.100433721,-0.582841507,0.482407787,0.582841507
S02,73,27,35,65,-0.385320466,-0.612812991,0.227492525,0.612812991
S03,27,73,55,45,0.125661347,0.612812991,-0.487151644,-0.612812991
S04,59,41,52,48,0.050153583,-0.227544977,0.27769856,0.227544977
S05,56,44,9,91,-1.340755034,-0.150969215,-1.189785818,0.150969215
S06,73,27,39,61,-0.279319034,-0.612812991,0.333493957,0.612812991
S07,50,50,52,48,0.050153583,0,0.050153583,0
S08,70,30,40,60,-0.253347103,-0.524400513,0.27105341,0.524400513
S09,39,61,47,53,-0.075269862,0.279319034,-0.354588897,-0.279319034
S10,72,28,31,69,-0.495850347,-0.582841507,0.08699116,0.582841507
S11,44,56,77,23,0.738846849,0.150969215,0.587877634,-0.150969215
S12,75,25,15,85,-1.036433389,-0.67448975,-0.361943639,0.67448975
S13,67,33,25,75,-0.67448975,-0.439913166,-0.234576585,0.439913166
S14,64,36,54,46,0.100433721,-0.358458793,0.458892514,0.358458793
S15,30,70,75,25,0.67448975,0.524400513,0.150089237,-0.524400513
S16,38,62,50,50,0,0.305480788,-0.305480788,-0.305480788
S17,44,56,69,31,0.495850347,0.150969215,0.344881132,-0.150969215
S18,63,37,47,53,-0.075269862,-0.331853346,0.256583484,0.331853346
S19,50,50,44,56,-0.150969215,0,-0.150969215,0
S20,80,20,27,73,-0.612812991,-0.841621234,0.228808243,0.841621234
S21,28,72,42,58,-0.201893479,0.582841507,-0.784734986,-0.582841507
S22,47,53,47,53,-0.075269862,0.075269862,-0.150539724,-0.075269862
S23,49,51,17,83,-0.954165253,0.025068908,-0.979234161,-0.025068908
S24,53,47,51,49,0.025068908,-0.075269862,0.10033877,0.075269862
S25,48,52,46,54,-0.100433721,0.050153583,-0.150587304,-0.050153583
S26,50,50,43,57,-0.176374165,0,-0.176374165,0
S27,38,62,43,57,-0.176374165,0.305480788,-0.481854953,-0.305480788
S28,49,51,55,45,0.125661347,0.025068908,0.100592439,-0.025068908
S29,49,51,72,28,0.582841507,0.025068908,0.557772599,-0.025068908
S30,46,54,50,50,0,0.100433721,-0.100433721,-0.100433721
S31,49,51,35,65,-0.385320466,0.025068908,-0.410389375,-0.025068908
S32,61,39,50,50,0,-0.279319034,0.279319034,0.279319034
S33,71,29,60,40,0.253347103,-0.55338472,0.806731823,0.55338472
S34,81,19,23,77,-0.738846849,-0.877896295,0.139049446,0.877896295
S35,46,54,23,77,-0.738846849,0.100433721,-0.83928057,-0.100433721
S36,73,27,21,79,-0.806421247,-0.612812991,-0.193608256,0.612812991
S37,60,40,61,39,0.279319034,-0.253347103,0.532666138,0.253347103
S38,67,33,28,72,-0.582841507,-0.439913166,-0.142928342,0.439913166
S39,32,68,67,33,0.439913166,0.467698799,-0.027785633,-0.467698799
S40,39,61,71,29,0.55338472,0.279319034,0.274065685,-0.279319034
S01,48,52,39,61,-0.279319034,0.050153583,-0.329472618,-0.050153583
S02,39,61,37,63,-0.331853346,0.279319034,-0.611172381,-0.279319034
S03,39,61,51,49,0.025068908,0.279319034,-0.254250126,-0.279319034
S04,69,31,41,59,-0.227544977,-0.495850347,0.268305371,0.495850347
S05,36,64,63,37,0.331853346,0.358458793,-0.026605447,-0.358458793
S06,46,54,35,65,-0.385320466,0.100433721,-0.485754187,-0.100433721
S07,43,57,47,53,-0.075269862,0.176374165,-0.251644027,-0.176374165
S08,33,67,60,40,0.253347103,0.439913166,-0.186566063,-0.439913166
S09,42,58,60,40,0.253347103,0.201893479,0.051453624,-0.201893479
S10,59,41,65,35,0.385320466,-0.227544977,0.612865443,0.227544977
S11,61,39,19,81,-0.877896295,-0.279319034,-0.598577261,0.279319034
S12,49,51,64,36,0.358458793,0.025068908,0.333389885,-0.025068908
S13,82,18,6,94,-1.554773595,-0.915365088,-0.639408507,0.915365088
S14,39,61,51,49,0.025068908,0.279319034,-0.254250126,-0.279319034
S15,73,27,66,34,0.412463129,-0.612812991,1.02527612,0.612812991
S16,65,35,48,52,-0.050153583,-0.385320466,0.335166883,0.385320466
S17,62,38,29,71,-0.55338472,-0.305480788,-0.247903931,0.305480788
S18,28,72,56,44,0.150969215,0.582841507,-0.431872292,-0.582841507
S19,84,16,32,68,-0.467698799,-0.994457883,0.526759084,0.994457883
S20,81,19,40,60,-0.253347103,-0.877896295,0.624549192,0.877896295
S21,62,38,39,61,-0.279319034,-0.305480788,0.026161754,0.305480788
S22,61,39,30,70,-0.524400513,-0.279319034,-0.245081478,0.279319034
S23,48,52,65,35,0.385320466,0.050153583,0.335166883,-0.050153583
S24,30,70,74,26,0.643345405,0.524400513,0.118944893,-0.524400513
S25,58,42,21,79,-0.806421247,-0.201893479,-0.604527768,0.201893479
S26,21,79,91,9,1.340755034,0.806421247,0.534333787,-0.806421247
S27,66,34,56,44,0.150969215,-0.412463129,0.563432345,0.412463129
S28,30,70,58,42,0.201893479,0.524400513,-0.322507034,-0.524400513
S29,43,57,56,44,0.150969215,0.176374165,-0.025404949,-0.176374165
S30,51,49,81,19,0.877896295,-0.025068908,0.902965203,0.025068908
S31,54,46,36,64,-0.358458793,-0.100433721,-0.258025073,0.100433721
S32,45,55,71,29,0.55338472,0.125661347,0.427723373,-0.125661347
S33,55,45,31,69,-0.495850347,-0.125661347,-0.370189,0.125661347
S34,71,29,56,44,0.150969215,-0.55338472,0.704353935,0.55338472
S35,49,51,62,38,0.305480788,0.025068908,0.28041188,-0.025068908
S36,73,27,13,87,-1.126391129,-0.612812991,-0.513578138,0.612812991
S37,72,28,62,38,0.305480788,-0.582841507,0.888322295,0.582841507
S38,55,45,26,74,-0.643345405,-0.125661347,-0.517684059,0.125661347
S39,44,56,50,50,0,0.150969215,-0.150969215,-0.150969215
S40,65,35,42,58,-0.201893479,-0.385320466,0.183426987,0.385320466
S01,57,43,61,39,0.279319034,-0.176374165,0.455693199,0.176374165
S02,41,59,74,26,0.643345405,0.227544977,0.415800429,-0.227544977
S03,11,89,45,55,-0.125661347,1.22652812,-1.352189467,-1.22652812
S04,57,43,61,39,0.279319034,-0.176374165,0.455693199,0.176374165
S05,9,91,56,44,0.150969215,1.340755034,-1.189785818,-1.340755034
S06,53,47,37,63,-0.331853346,-0.075269862,-0.256583484,0.075269862
S07,12,88,93,7,1.475791028,1.174986792,0.300804236,-1.174986792
S08,50,50,61,39,0.279319034,0,0.279319034,0
S09,58,42,61,39,0.279319034,-0.201893479,0.481212514,0.201893479
S10,51,49,53,47,0.075269862,-0.025068908,0.10033877,0.025068908
S11,66,34,43,57,-0.176374165,-0.412463129,0.236088965,0.412463129
S12,33,67,72,28,0.582841507,0.439913166,0.142928342,-0.439913166
S13,66,34,43,57,-0.176374165,-0.412463129,0.236088965,0.412463129
S14,62,38,35,65,-0.385320466,-0.305480788,-0.079839678,0.305480788
S15,32,68,69,31,0.495850347,0.467698799,0.028151548,-0.467698799
S16,59,41,70,30,0.524400513,-0.227544977,0.751945489,0.227544977
S17,28,72,90,10,1.281551566,0.582841507,0.698710058,-0.582841507
S18,38,62,65,35,0.385320466,0.305480788,0.079839678,-0.305480788
S19,60,40,53,47,0.075269862,-0.253347103,0.328616965,0.253347103
S20,57,43,41,59,-0.227544977,-0.176374165,-0.051170812,0.176374165
S21,60,40,34,66,-0.412463129,-0.253347103,-0.159116026,0.253347103
S22,30,70,38,62,-0.305480788,0.524400513,-0.829881301,-0.524400513
S23,57,43,41,59,-0.227544977,-0.176374165,-0.051170812,0.176374165
S24,33,67,65,35,0.385320466,0.439913166,-0.054592699,-0.439913166
S25,55,45,40,60,-0.253347103,-0.125661347,-0.127685756,0.125661347
S26,76,24,39,61,-0.279319034,-0.706302563,0.426983528,0.706302563
S27,24,76,48,52,-0.050153583,0.706302563,-0.756456146,-0.706302563
S28,33,67,62,38,0.305480788,0.439913166,-0.134432378,-0.439913166
S29,69,31,31,69,-0.495850347,-0.495850347,0,0.495850347
S30,37,63,60,40,0.253347103,0.331853346,-0.078506243,-0.331853346
S31,32,68,74,26,0.643345405,0.467698799,0.175646606,-0.467698799
S32,67,33,67,33,0.439913166,-0.439913166,0.879826331,0.439913166
S33,57,43,29,71,-0.55338472,-0.176374165,-0.377010555,0.176374165
S34,32,68,73,27,0.612812991,0.467698799,0.145114192,-0.467698799
S35,60,40,25,75,-0.67448975,-0.253347103,-0.421142647,0.253347103
S36,50,50,51,49,0.025068908,0,0.025068908,0
S37,8,92,81,19,0.877896295,1.40507156,-0.527175265,-1.40507156
S38,61,39,49,51,-0.025068908,-0.279319034,0.254250126,0.279319034
S39,75,25,20,80,-0.841621234,-0.67448975,-0.167131483,0.67448975
S40,74,26,30,70,-0.524400513,-0.643345405,0.118944893,0.643345405
S01,69,31,29,71,-0.55338472,-0.495850347,-0.057534372,0.495850347
S02,81,19,35,65,-0.385320466,-0.877896295,0.492575829,0.877896295
S03,56,44,15,85,-1.036433389,-0.150969215,-0.885464174,0.150969215
S04,32,68,64,36,0.358458793,0.467698799,-0.109240006,-0.467698799
S05,52,48,65,35,0.385320466,-0.050153583,0.43547405,0.050153583
S06,69,31,48,52,-0.050153583,-0.495850347,0.445696764,0.495850347
S07,43,57,71,29,0.55338472,0.176374165,0.377010555,-0.176374165
S08,51,49,32,68,-0.467698799,-0.025068908,-0.442629891,0.025068908
S09,53,47,15,85,-1.036433389,-0.075269862,-0.961163527,0.075269862
S10,47,53,31,69,-0.495850347,0.075269862,-0.571120209,-0.075269862
S11,37,63,31,69,-0.495850347,0.331853346,-0.827703694,-0.331853346
S12,48,52,31,69,-0.495850347,0.050153583,-0.546003931,-0.050153583
S13,19,81,62,38,0.305480788,0.877896295,-0.572415507,-0.877896295
S14,39,61,42,58,-0.201893479,0.279319034,-0.481212514,-0.279319034
S15,57,43,32,68,-0.467698799,-0.176374165,-0.291324634,0.176374165
S16,41,59,69,31,0.495850347,0.227544977,0.268305371,-0.227544977
S17,74,26,20,80,-0.841621234,-0.643345405,-0.198275828,0.643345405
S18,90,10,12,88,-1.174986792,-1.281551566,0.106564773,1.281551566
S19,65,35,28,72,-0.582841507,-0.385320466,-0.197521041,0.385320466
S20,77,23,18,82,-0.915365088,-0.738846849,-0.176518239,0.738846849
S21,66,34,45,55,-0.125661347,-0.412463129,0.286801783,0.412463129
S22,51,49,60,40,0.253347103,-0.025068908,0.278416011,0.025068908
S23,35,65,71,29,0.55338472,0.385320466,0.168064253,-0.385320466
S24,52,48,47,53,-0.075269862,-0.050153583,-0.025116279,0.050153583
S25,35,65,73,27,0.612812991,0.385320466,0.227492525,-0.385320466
S26,66,34,12,88,-1.174986792,-0.412463129,-0.762523663,0.412463129
S27,79,21,50,50,0,-0.806421247,0.806421247,0.806421247
S28,54,46,37,63,-0.331853346,-0.100433721,-0.231419626,0.100433721
S29,14,86,29,71,-0.55338472,1.080319341,-1.63370406,-1.080319341
S30,46,54,40,60,-0.253347103,0.100433721,-0.353780824,-0.100433721
S31,48,52,50,50,0,0.050153583,-0.050153583,-0.050153583
S32,68,32,25,75,-0.67448975,-0.467698799,-0.206790951,0.467698799
S33,78,22,41,59,-0.227544977,-0.772193214,0.544648238,0.772193214
S34,38,62,55,45,0.125661347,0.305480788,-0.179819441,-0.305480788
S35,50,50,41,59,-0.227544977,0,-0.227544977,0
S36,65,35,36,64,-0.358458793,-0.385320466,0.026861673,0.385320466
S37,55,45,32,68,-0.467698799,-0.125661347,-0.342037452,0.125661347
S38,29,71,54,46,0.100433721,0.55338472,-0.452950999,-0.55338472
S39,55,45,24,76,-0.706302563,-0.125661347,-0.580641216,0.125661347
S40,78,22,40,60,-0.253347103,-0.772193214,0.518846111,0.772193214
S01,68,32,18,82,-0.915365088,-0.467698799,-0.447666289,0.467698799
S02,68,32,43,57,-0.176374165,-0.467698799,0.291324634,0.467698799
S03,77,23,59,41,0.227544977,-0.738846849,0.966391826,0.738846849
S04,29,71,62,38,0.305480788,0.55338472,-0.247903931,-0.55338472
S05,68,32,8,92,-1.40507156,-0.467698799,-0.937372761,0.467698799
S06,53,47,35,65,-0.385320466,-0.075269862,-0.310050604,0.075269862
S07,27,73,77,23,0.738846849,0.612812991,0.126033858,-0.612812991
S08,66,34,55,45,0.125661347,-0.412463129,0.538124476,0.412463129
S09,53,47,31,69,-0.495850347,-0.075269862,-0.420580485,0.075269862
S10,19,81,61,39,0.279319034,0.877896295,-0.598577261,-0.877896295
S11,50,50,21,79,-0.806421247,0,-0.806421247,0
S12,75,25,25,75,-0.67448975,-0.67448975,0,0.67448975
S13,22,78,69,31,0.495850347,0.772193214,-0.276342867,-0.772193214
S14,43,57,66,34,0.412463129,0.176374165,0.236088965,-0.176374165
S15,34,66,68,32,0.467698799,0.412463129,0.05523567,-0.412463129
S16,50,50,79,21,0.806421247,0,0.806421247,0
S17,54,46,28,72,-0.582841507,-0.100433721,-0.482407787,0.100433721
S18,93,7,19,81,-0.877896295,-1.475791028,0.597894733,1.475791028
S19,37,63,51,49,0.025068908,0.331853346,-0.306784438,-0.331853346
S20,20,80,60,40,0.253347103,0.841621234,-0.58827413,-0.841621234
S21,14,86,98,2,2.053748911,1.080319341,0.97342957,-1.080319341
S22,48,52,35,65,-0.385320466,0.050153583,-0.43547405,-0.050153583
S23,53,47,33,67,-0.439913166,-0.075269862,-0.364643304,0.075269862
S24,20,80,82,18,0.915365088,0.841621234,0.073743854,-0.841621234
S25,43,57,31,69,-0.495850347,0.176374165,-0.672224512,-0.176374165
S26,72,28,33,67,-0.439913166,-0.582841507,0.142928342,0.582841507
S27,68,32,32,68,-0.467698799,-0.467698799,0,0.467698799
S28,59,41,66,34,0.412463129,-0.227544977,0.640008106,0.227544977
S29,40,60,73,27,0.612812991,0.253347103,0.359465888,-0.253347103
S30,21,79,34,66,-0.412463129,0.806421247,-1.218884376,-0.806421247
S31,65,35,54,46,0.100433721,-0.385320466,0.485754187,0.385320466
S32,66,34,65,35,0.385320466,-0.412463129,0.797783596,0.412463129
S33,46,54,79,21,0.806421247,0.100433721,0.705987527,-0.100433721
S34,67,33,29,71,-0.55338472,-0.439913166,-0.113471554,0.439913166
S35,71,29,58,42,0.201893479,-0.55338472,0.755278199,0.55338472
S36,80,20,13,87,-1.126391129,-0.841621234,-0.284769895,0.841621234
S37,68,32,49,51,-0.025068908,-0.467698799,0.442629891,0.467698799
S38,60,40,28,72,-0.582841507,-0.253347103,-0.329494404,0.253347103
S39,53,47,15,85,-1.036433389,-0.075269862,-0.961163527,0.075269862
S40,64,36,25,75,-0.67448975,-0.358458793,-0.316030957,0.358458793
S01,56,44,71,29,0.55338472,-0.150969215,0.704353935,0.150969215
S02,22,78,55,45,0.125661347,0.772193214,-0.646531867,-0.772193214
S03,21,79,70,30,0.524400513,0.806421247,-0.282020734,-0.806421247
S04,10,90,65,35,0.385320466,1.281551566,-0.896231099,-1.281551566
S05,70,30,18,82,-0.915365088,-0.524400513,-0.390964575,0.524400513
S06,48,52,23,77,-0.738846849,0.050153583,-0.789000433,-0.050153583
S07,66,34,41,59,-0.227544977,-0.412463129,0.184918153,0.412463129
S08,44,56,78,22,0.772193214,0.150969215,0.621223999,-0.150969215
S09,58,42,35,65,-0.385320466,-0.201893479,-0.183426987,0.201893479
S10,55,45,42,58,-0.201893479,-0.125661347,-0.076232132,0.125661347
S11,74,26,26,74,-0.643345405,-0.643345405,0,0.643345405
S12,30,70,76,24,0.706302563,0.524400513,0.18190205,-0.524400513
S13,59,41,71,29,0.55338472,-0.227544977,0.780929696,0.227544977
S14,36,64,30,70,-0.524400513,0.358458793,-0.882859306,-0.358458793
S15,50,50,73,27,0.612812991,0,0.612812991,0
S16,40,60,48,52,-0.050153583,0.253347103,-0.303500687,-0.253347103
S17,82,18,36,64,-0.358458793,-0.915365088,0.556906295,0.915365088
S18,51,49,45,55,-0.125661347,-0.025068908,-0.100592439,0.025068908
S19,89,11,39,61,-0.279319034,-1.22652812,0.947209086,1.22652812
S20,76,24,33,67,-0.439913166,-0.706302563,0.266389397,0.706302563
S21,71,29,9,91,-1.340755034,-0.55338472,-0.787370314,0.55338472
S22,33,67,73,27,0.612812991,0.439913166,0.172899825,-0.439913166
S23,25,75,49,51,-0.025068908,0.67448975,-0.699558658,-0.67448975
S24,33,67,48,52,-0.050153583,0.439913166,-0.490066749,-0.439913166
S25,57,43,39,61,-0.279319034,-0.176374165,-0.10294487,0.176374165
S26,62,38,28,72,-0.582841507,-0.305480788,-0.277360719,0.305480788
S27,47,53,49,51,-0.025068908,0.075269862,-0.10033877,-0.075269862
S28,51,49,70,30,0.524400513,-0.025068908,0.549469421,0.025068908
S29,31,69,61,39,0.279319034,0.495850347,-0.216531313,-0.495850347
S30,24,76,67,33,0.439913166,0.706302563,-0.266389397,-0.706302563
S31,86,14,20,80,-0.841621234,-1.080319341,0.238698107,1.080319341
S32,50,50,42,58,-0.201893479,0,-0.201893479,0
S33,21,79,49,51,-0.025068908,0.806421247,-0.831490155,-0.806421247
S34,53,47,58,42,0.201893479,-0.075269862,0.277163341,0.075269862
S35,61,39,67,33,0.439913166,-0.279319034,0.7192322,0.279319034
S36,38,62,38,62,-0.305480788,0.305480788,-0.610961576,-0.305480788
S37,49,51,49,51,-0.025068908,0.025068908,-0.050137817,-0.025068908
S38,40,60,38,62,-0.305480788,0.253347103,-0.558827891,-0.253347103
S39,37,63,35,65,-0.385320466,0.331853346,-0.717173813,-0.331853346
S40,93,7,27,73,-0.612812991,-1.475791028,0.862978037,1.475791028
S01,37,63,38,62,-0.305480788,0.331853346,-0.637334135,-0.331853346
S02,36,64,77,23,0.738846849,0.358458793,0.380388056,-0.358458793
S03,65,35,23,77,-0.738846849,-0.385320466,-0.353526383,0.385320466
S04,52,48,47,53,-0.075269862,-0.050153583,-0.025116279,0.050153583
S05,30,70,85,15,1.036433389,0.524400513,0.512032877,-0.524400513
S06,72,28,55,45,0.125661347,-0.582841507,0.708502854,0.582841507
S07,46,54,29,71,-0.55338472,0.100433721,-0.65381844,-0.100433721
S08,47,53,68,32,0.467698799,0.075269862,0.392428937,-0.075269862
S09,88,12,55,45,0.125661347,-1.174986792,1.300648139,1.174986792
S10,30,70,67,33,0.439913166,0.524400513,-0.084487347,-0.524400513
S11,82,18,43,57,-0.176374165,-0.915365088,0.738990923,0.915365088
S12,16,84,80,20,0.841621234,0.994457883,-0.15283665,-0.994457883
S13,48,52,27,73,-0.612812991,0.050153583,-0.662966574,-0.050153583
S14,74,26,28,72,-0.582841507,-0.643345405,0.060503898,0.643345405
S15,44,56,24,76,-0.706302563,0.150969215,-0.857271778,-0.150969215
S16,57,43,34,66,-0.412463129,-0.176374165,-0.236088965,0.176374165
S17,59,41,44,56,-0.150969215,-0.227544977,0.076575761,0.227544977
S18,75,25,26,74,-0.643345405,-0.67448975,0.031144345,0.67448975
S19,62,38,27,73,-0.612812991,-0.305480788,-0.307332203,0.305480788
S20,28,72,45,55,-0.125661347,0.582841507,-0.708502854,-0.582841507
S21,81,19,28,72,-0.582841507,-0.877896295,0.295054788,0.877896295
S22,45,55,44,56,-0.150969215,0.125661347,-0.276630562,-0.125661347
S23,93,7,17,83,-0.954165253,-1.475791028,0.521625775,1.475791028
S24,35,65,61,39,0.279319034,0.385320466,-0.106001432,-0.385320466
S25,19,81,85,15,1.036433389,0.877896295,0.158537094,-0.877896295
S26,26,74,68,32,0.467698799,0.643345405,-0.175646606,-0.643345405
S27,62,38,20,80,-0.841621234,-0.305480788,-0.536140445,0.305480788
S28,81,19,26,74,-0.643345405,-0.877896295,0.23455089,0.877896295
S29,61,39,59,41,0.227544977,-0.279319034,0.506864011,0.279319034
S30,60,40,29,71,-0.55338472,-0.253347103,-0.300037616,0.253347103
S31,69,31,55,45,0.125661347,-0.495850347,0.621511694,0.495850347
S32,34,66,52,48,0.050153583,0.412463129,-0.362309546,-0.412463129
S33,46,54,72,28,0.582841507,0.100433721,0.482407787,-0.100433721
S34,59,41,58,42,0.201893479,-0.227544977,0.429438456,0.227544977
S35,74,26,15,85,-1.036433389,-0.643345405,-0.393087984,0.643345405
S36,76,24,74,26,0.643345405,-0.706302563,1.349647968,0.706302563
S37,89,11,34,66,-0.412463129,-1.22652812,0.814064991,1.22652812
S38,75,25,27,73,-0.612812991,-0.67448975,0.061676759,0.67448975
S39,77,23,35,65,-0.385320466,-0.738846849,0.353526383,0.738846849
S40,41,59,48,52,-0.050153583,0.227544977,-0.27769856,-0.227544977
S01,79,21,39,61,-0.279319034,-0.806421247,0.527102213,0.806421247
S02,45,55,71,29,0.55338472,0.125661347,0.427723373,-0.125661347
S03,54,46,30,70,-0.524400513,-0.100433721,-0.423966792,0.100433721
S04,20,80,96,4,1.750686071,0.841621234,0.909064838,-0.841621234
S05,38,62,45,55,-0.125661347,0.305480788,-0.431142135,-0.305480788
S06,65,35,37,63,-0.331853346,-0.385320466,0.05346712,0.385320466
S07,65,35,22,78,-0.772193214,-0.385320466,-0.386872748,0.385320466
S08,42,58,63,37,0.331853346,0.201893479,0.129959867,-0.201893479
S09,61,39,66,34,0.412463129,-0.279319034,0.691782164,0.279319034
S10,66,34,36,64,-0.358458793,-0.412463129,0.054004336,0.412463129
S11,60,40,43,57,-0.176374165,-0.253347103,0.076972938,0.253347103
S12,63,37,33,67,-0.439913166,-0.331853346,-0.108059819,0.331853346
S13,47,53,53,47,0.075269862,0.075269862,0,-0.075269862
S14,35,65,41,59,-0.227544977,0.385320466,-0.612865443,-0.385320466
S15,41,59,53,47,0.075269862,0.227544977,-0.152275115,-0.227544977
S16,42,58,57,43,0.176374165,0.201893479,-0.025519314,-0.201893479
S17,33,67,46,54,-0.100433721,0.439913166,-0.540346886,-0.439913166
S18,50,50,59,41,0.227544977,0,0.227544977,0
S19,53,47,47,53,-0.075269862,-0.075269862,0,0.075269862
S20,63,37,51,49,0.025068908,-0.331853346,0.356922255,0.331853346
S21,67,33,60,40,0.253347103,-0.439913166,0.693260269,0.439913166
S22,50,50,59,41,0.227544977,0,0.227544977,0
S23,24,76,63,37,0.331853346,0.706302563,-0.374449216,-0.706302563
S24,38,62,74,26,0.643345405,0.305480788,0.337864617,-0.305480788
S25,45,55,61,39,0.279319034,0.125661347,0.153657688,-0.125661347
S26,39,61,58,42,0.201893479,0.279319034,-0.077425555,-0.279319034
S27,43,57,56,44,0.150969215,0.176374165,-0.025404949,-0.176374165
S28,59,41,60,40,0.253347103,-0.227544977,0.48089208,0.227544977
S29,56,44,33,67,-0.439913166,-0.150969215,-0.28894395,0.150969215
S30,48,52,61,39,0.279319034,0.050153583,0.229165451,-0.050153583
S31,67,33,63,37,0.331853346,-0.439913166,0.771766512,0.439913166
S32,72,28,45,55,-0.125661347,-0.582841507,0.45718016,0.582841507
S33,33,67,30,70,-0.524400513,0.439913166,-0.964313678,-0.439913166
S34,5,95,83,17,0.954165253,1.644853627,-0.690688374,-1.644853627
S35,69,31,40,60,-0.253347103,-0.495850347,0.242503244,0.495850347
S36,56,44,20,80,-0.841621234,-0.150969215,-0.690652018,0.150969215
S37,61,39,69,31,0.495850347,-0.279319034,0.775169382,0.279319034
S38,74,26,27,73,-0.612812991,-0.643345405,0.030532414,0.643345405
S39,32,68,65,35,0.385320466,0.467698799,-0.082378333,-0.467698799
S40,62,38,59,41,0.227544977,-0.305480788,0.533025765,0.305480788
S01,62,38,13,87,-1.126391129,-0.305480788,-0.820910341,0.305480788
S02,69,31,17,83,-0.954165253,-0.495850347,-0.458314906,0.495850347
S03,18,82,43,57,-0.176374165,0.915365088,-1.091739253,-0.915365088
S04,10,90,85,15,1.036433389,1.281551566,-0.245118176,-1.281551566
S05,62,38,61,39,0.279319034,-0.305480788,0.584799823,0.305480788
S06,63,37,40,60,-0.253347103,-0.331853346,0.078506243,0.331853346
S07,88,12,7,93,-1.475791028,-1.174986792,-0.300804236,1.174986792
S08,48,52,88,12,1.174986792,0.050153583,1.124833209,-0.050153583
S09,77,23,49,51,-0.025068908,-0.738846849,0.713777941,0.738846849
S10,36,64,67,33,0.439913166,0.358458793,0.081454372,-0.358458793
S11,51,49,41,59,-0.227544977,-0.025068908,-0.202476068,0.025068908
S12,49,51,23,77,-0.738846849,0.025068908,-0.763915757,-0.025068908
S13,23,77,77,23,0.738846849,0.738846849,0,-0.738846849
S14,81,19,23,77,-0.738846849,-0.877896295,0.139049446,0.877896295
S15,65,35,18,82,-0.915365088,-0.385320466,-0.530044621,0.385320466
S16,21,79,55,45,0.125661347,0.806421247,-0.6807599,-0.806421247
S17,36,64,60,40,0.253347103,0.358458793,-0.10511169,-0.358458793
S18,57,43,42,58,-0.201893479,-0.176374165,-0.025519314,0.176374165
S19,24,76,46,54,-0.100433721,0.706302563,-0.806736283,-0.706302563
S20,26,74,53,47,0.075269862,0.643345405,-0.568075543,-0.643345405
S21,68,32,41,59,-0.227544977,-0.467698799,0.240153822,0.467698799
S22,86,14,29,71,-0.55338472,-1.080319341,0.526934621,1.080319341
S23,71,29,61,39,0.279319034,-0.55338472,0.832703754,0.55338472
S24,43,57,12,88,-1.174986792,0.176374165,-1.351360957,-0.176374165
S25,84,16,29,71,-0.55338472,-0.994457883,0.441073164,0.994457883
S26,22,78,57,43,0.176374165,0.772193214,-0.595819049,-0.772193214
S27,18,82,45,55,-0.125661347,0.915365088,-1.041026435,-0.915365088
S28,39,61,81,19,0.877896295,0.279319034,0.598577261,-0.279319034
S29,24,76,62,38,0.305480788,0.706302563,-0.400821775,-0.706302563
S30,72,28,25,75,-0.67448975,-0.582841507,-0.091648243,0.582841507
S31,32,68,29,71,-0.55338472,0.467698799,-1.021083519,-0.467698799
S32,31,69,85,15,1.036433389,0.495850347,0.540583042,-0.495850347
S33,44,56,15,85,-1.036433389,0.150969215,-1.187402605,-0.150969215
S34,57,43,51,49,0.025068908,-0.176374165,0.201443073,0.176374165
S35,63,37,29,71,-0.55338472,-0.331853346,-0.221531373,0.331853346
S36,39,61,65,35,0.385320466,0.279319034,0.106001432,-0.279319034
S37,45,55,53,47,0.075269862,0.125661347,-0.050391485,-0.125661347
S38,16,84,68,32,0.467698799,0.994457883,-0.526759084,-0.994457883
S39,31,69,75,25,0.67448975,0.495850347,0.178639403,-0.495850347
S40,33,67,70,30,0.524400513,0.439913166,0.084487347,-0.439913166
S01,50,50,51,49,0.025068908,0,0.025068908,0
S02,33,67,58,42,0.201893479,0.439913166,-0.238019687,-0.439913166
S03,47,53,49,51,-0.025068908,0.075269862,-0.10033877,-0.075269862
